Transaction Date,Post Date,Description,Category,Type,Amount
12/29/2018,12/30/2018,Payment Thank You-Mobile,,Payment,2347.25
12/28/2018,12/30/2018,CHIPOTLE 1364,Food & Drink,Sale,-9.08
12/29/2018,12/30/2018,BOSTON BEER WORKS PIER C,Food & Drink,Sale,-17.47
12/29/2018,12/30/2018,BOS HUDSON NEWS ST1940,Shopping,Sale,-5.49
12/27/2018,12/30/2018,THE NORTH FACE #49,Shopping,Sale,-176.00
12/27/2018,12/28/2018,TARGET        00009951,Shopping,Sale,-4.39
12/27/2018,12/28/2018,ALDO US # 2084,Shopping,Sale,-70.40
12/27/2018,12/28/2018,EXPRESS#0153,Shopping,Sale,-65.89
12/27/2018,12/28/2018,COSTCO WHSE #1225,Shopping,Sale,-4.38
12/27/2018,12/28/2018,PANDORA BY B BRDG 207,Shopping,Sale,-49.50
12/27/2018,12/28/2018,TARGET        00009951,Shopping,Sale,-9.56
12/26/2018,12/27/2018,WAL-MART #3098,Groceries,Sale,-7.98
12/26/2018,12/27/2018,AMZN Mktp US*M239S27K0,Shopping,Sale,-10.99
12/25/2018,12/27/2018,SAFEWAY #0464,Groceries,Sale,-46.15
12/26/2018,12/27/2018,Amazon.com*M26Z14K91,Shopping,Sale,-21.12
12/24/2018,12/25/2018,COSTCO WHSE #1225,Shopping,Sale,-57.72
12/24/2018,12/25/2018,QFC #5820,Groceries,Sale,-4.29
12/24/2018,12/25/2018,Rebtel,Bills & Utilities,Sale,-20.00
12/24/2018,12/25/2018,WALMART.COM,Shopping,Sale,-325.61
12/24/2018,12/25/2018,WALMART.COM,Shopping,Return,325.61
12/24/2018,12/25/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/24/2018,12/25/2018,COSTCO WHSE #1225,Shopping,Sale,-97.50
12/23/2018,12/24/2018,VENMO,Personal,Sale,-17.51
12/22/2018,12/24/2018,PETCO 201     63502017,Shopping,Sale,-14.29
12/22/2018,12/24/2018,IPM FUMC,Travel,Sale,-6.13
12/21/2018,12/24/2018,GYRO TO GO,Food & Drink,Sale,-8.75
12/23/2018,12/24/2018,QFC 5820,Groceries,Sale,-32.09
12/22/2018,12/24/2018,PAYBYPHONE DIAMOND PAR,Travel,Sale,-12.56
12/23/2018,12/24/2018,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-181.76
12/22/2018,12/23/2018,TASTE OF INDIA,Food & Drink,Sale,-20.00
12/20/2018,12/23/2018,THAI 65 CAFE,Food & Drink,Sale,-19.55
12/22/2018,12/23/2018,WAL-MART #3098,Groceries,Sale,-26.65
12/19/2018,12/20/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-16.00
12/19/2018,12/20/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/19/2018,12/20/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/18/2018,12/20/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
12/18/2018,12/20/2018,QFC 5820,Groceries,Sale,-14.83
12/17/2018,12/19/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
12/16/2018,12/18/2018,PAYBYPHONE DIAMOND PAR,Travel,Sale,-6.44
12/17/2018,12/18/2018,WAL-MART #3098,Groceries,Sale,-20.27
12/16/2018,12/18/2018,PHO HOA  JAZEN TEA,Food & Drink,Sale,-4.68
12/17/2018,12/18/2018,KUKAI RAMEN &amp; IZAKAYA BEL,Food & Drink,Sale,-40.00
12/17/2018,12/18/2018,K1 SPEED,Shopping,Sale,-41.80
12/17/2018,12/18/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/16/2018,12/18/2018,LOLA RESTAURANT,Food & Drink,Sale,-47.89
12/16/2018,12/18/2018,PAYBYPHONE DIAMOND PAR,Travel,Sale,-6.44
12/15/2018,12/17/2018,QFC 5820,Groceries,Sale,-2.99
12/15/2018,12/17/2018,RPNW SEATTLE ADLER LOT,Travel,Sale,-17.16
12/16/2018,12/17/2018,TST* HOMEGROWN 1006,Food & Drink,Sale,-31.13
12/16/2018,12/17/2018,COSTCO GAS #0008,Gas,Sale,-44.47
12/15/2018,12/17/2018,BAI TONG,Food & Drink,Sale,-46.69
12/15/2018,12/17/2018,SPACE NEEDLE TICKETS,Entertainment,Sale,-60.90
12/15/2018,12/16/2018,DOUGH ZONE,Food & Drink,Sale,-51.75
12/14/2018,12/16/2018,Amazon.com*M28OK9ZG1,Shopping,Sale,-12.09
12/14/2018,12/16/2018,COSTCO WHSE #1225,Shopping,Sale,-66.03
12/13/2018,12/16/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
12/14/2018,12/16/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
12/12/2018,12/14/2018,QFC 5820,Groceries,Sale,-5.27
12/12/2018,12/14/2018,PHO HOA  JAZEN TEA,Food & Drink,Sale,-20.00
12/14/2018,12/14/2018,SQ *ENCHANT CHRISTMAS,Entertainment,Sale,-41.21
12/11/2018,12/13/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
12/11/2018,12/13/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
12/12/2018,12/13/2018,LIVING WELL HEALTH CENT #,Health & Wellness,Sale,-14.38
12/11/2018,12/13/2018,QFC 5820,Groceries,Sale,-5.66
12/09/2018,12/10/2018,WAL-MART #3098,Groceries,Sale,-13.62
12/09/2018,12/10/2018,QFC 5820,Groceries,Sale,-3.49
12/09/2018,12/10/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/08/2018,12/10/2018,QFC 5820,Groceries,Sale,-63.03
12/09/2018,12/10/2018,QFC 5820,Groceries,Sale,-4.99
12/10/2018,12/10/2018,Amazon.com*M074R8740,Shopping,Sale,-26.39
12/08/2018,12/10/2018,TARGET        00009951,Shopping,Sale,-32.43
12/07/2018,12/09/2018,QFC 5820,Groceries,Sale,-2.49
12/08/2018,12/09/2018,24 Hour Fitness USA  I,Health & Wellness,Sale,-54.74
12/07/2018,12/09/2018,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
12/09/2018,12/09/2018,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
12/08/2018,12/09/2018,CHEESECAKE BELLEVUE,Food & Drink,Sale,-16.39
12/06/2018,12/07/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-15.31
12/06/2018,12/07/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/05/2018,12/07/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
12/05/2018,12/06/2018,Amazon.com*M09KH2H52,Shopping,Sale,-15.76
12/05/2018,12/06/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/04/2018,12/06/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
12/05/2018,12/06/2018,WAL-MART #3098,Groceries,Sale,-15.96
12/04/2018,12/06/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
12/04/2018,12/05/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-28.78
12/03/2018,12/05/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
12/04/2018,12/05/2018,AMZ*Wikimedia Founda,Gifts & Donations,Sale,-6.00
12/04/2018,12/05/2018,Amazon.com*M04XE2M22,Shopping,Sale,-15.53
12/04/2018,12/05/2018,Amazon.com*M05MB2B40,Shopping,Sale,-22.17
12/04/2018,12/04/2018,WAVE,Bills & Utilities,Sale,-72.97
12/02/2018,12/04/2018,PARKING WOODLANDPARK ZOO,Travel,Sale,-7.36
12/03/2018,12/04/2018,TST* HOMEGROWN 1007,Food & Drink,Sale,-25.50
12/02/2018,12/04/2018,WOODLAND PARK ZOO,Entertainment,Sale,-30.00
12/01/2018,12/03/2018,PAYBYPHONE DIAMOND PAR,Travel,Sale,-12.56
12/02/2018,12/03/2018,QFC 5820,Groceries,Sale,-4.99
12/02/2018,12/03/2018,COSTCO GAS #1225,Gas,Sale,-39.62
12/02/2018,12/03/2018,AMZN Mktp US*M09X72VM0,Shopping,Sale,-65.57
12/01/2018,12/03/2018,KUKAI RAMEN &amp; IZAKAYA BEL,Food & Drink,Sale,-43.00
12/02/2018,12/03/2018,Rebtel,Bills & Utilities,Sale,-10.00
12/01/2018,12/02/2018,QFC 5860,Groceries,Sale,-17.49
12/01/2018,12/02/2018,Payment Thank You - Web,,Payment,4081.71
12/01/2018,12/02/2018,SVO TICKETING,Food & Drink,Sale,-35.70
11/30/2018,12/02/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
11/30/2018,12/02/2018,HLU*Hulu 1230741723130-U,Bills & Utilities,Sale,-13.17
11/29/2018,11/30/2018,Rebtel,Bills & Utilities,Sale,-20.00
11/28/2018,11/30/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
11/28/2018,11/30/2018,THE HOME DEPOT 4723,Home,Sale,-14.27
11/29/2018,11/29/2018,GROUPON INC,Personal,Sale,-15.38
11/29/2018,11/29/2018,GROUPON INC,Personal,Sale,-10.99
11/27/2018,11/29/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
11/27/2018,11/28/2018,Rebtel,Bills & Utilities,Sale,-20.00
11/27/2018,11/28/2018,Rebtel,Bills & Utilities,Sale,-20.00
11/26/2018,11/27/2018,WAL-MART #3098,Groceries,Sale,-15.96
11/25/2018,11/27/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-9.54
11/25/2018,11/26/2018,COSTCO WHSE #1225,Shopping,Sale,-48.15
11/24/2018,11/26/2018,CHICK-FIL-A #03299,Food & Drink,Sale,-15.48
11/24/2018,11/26/2018,IKEA SEATTLE,Home,Sale,-465.30
11/25/2018,11/26/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/23/2018,11/25/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/23/2018,11/25/2018,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-191.76
11/23/2018,11/25/2018,WWW COSTCO COM,Shopping,Sale,-60.00
11/23/2018,11/25/2018,BEST BUY      00004986,Shopping,Sale,-132.99
11/24/2018,11/25/2018,QFC 5820,Groceries,Sale,-47.99
11/23/2018,11/25/2018,CHIPOTLE 1364,Food & Drink,Sale,-8.80
11/22/2018,11/23/2018,TST* TAVERN HALL,Food & Drink,Sale,-19.20
11/20/2018,11/22/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
11/20/2018,11/22/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
11/21/2018,11/22/2018,QFC 5820,Groceries,Sale,-28.99
11/20/2018,11/21/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/19/2018,11/21/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.99
11/20/2018,11/21/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/18/2018,11/20/2018,VERTICAL WORLD-REDMOND,Health & Wellness,Sale,-23.10
11/18/2018,11/19/2018,COSTCO GAS #1225,Gas,Sale,-39.87
11/18/2018,11/19/2018,WAL-MART #3098,Groceries,Sale,-14.51
11/17/2018,11/18/2018,Rebtel,Bills & Utilities,Sale,-20.00
11/17/2018,11/18/2018,QFC 5820,Groceries,Sale,-43.12
11/15/2018,11/16/2018,JINYA RAMEN BAR BE,Food & Drink,Sale,-17.71
11/15/2018,11/15/2018,K1 SPEED,Shopping,Sale,-41.80
11/13/2018,11/15/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
11/12/2018,11/14/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-9.54
11/12/2018,11/14/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-2.39
11/11/2018,11/13/2018,BED BATH &amp; BEYOND #184,Home,Sale,-10.99
11/12/2018,11/13/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/12/2018,11/13/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/11/2018,11/13/2018,3 BS BURGERS,Food & Drink,Sale,-7.15
11/11/2018,11/13/2018,3 BS BURGERS,Food & Drink,Sale,-14.00
11/10/2018,11/12/2018,TARGET        00009951,Shopping,Sale,-27.49
11/11/2018,11/12/2018,QFC 5820,Groceries,Sale,-26.73
11/11/2018,11/12/2018,SEATTLE SYMPHONY TICKETS,Entertainment,Sale,-98.80
11/10/2018,11/11/2018,WAL-MART #3098,Groceries,Sale,-15.96
11/10/2018,11/11/2018,QFC 5820,Groceries,Sale,-56.19
11/08/2018,11/11/2018,MS CAFE 50    19097476,Food & Drink,Sale,-10.99
11/09/2018,11/11/2018,AMERICAN AIR0012320354440,Travel,Sale,-696.13
11/09/2018,11/11/2018,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
11/09/2018,11/11/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
11/08/2018,11/11/2018,AMERICAN AIR0012320182918,Travel,Sale,-313.11
11/09/2018,11/11/2018,JETBLUE     2792112838152,Travel,Sale,-568.90
11/07/2018,11/08/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-22.34
11/06/2018,11/08/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.99
11/07/2018,11/08/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/06/2018,11/08/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
11/05/2018,11/07/2018,QFC 5820,Groceries,Sale,-19.64
11/05/2018,11/07/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.99
11/03/2018,11/06/2018,SHELL OIL 57444216204,Gas,Sale,-33.83
11/04/2018,11/06/2018,BURGER KING #21655,Food & Drink,Sale,-14.37
11/04/2018,11/06/2018,FOG HARBOR FISH HOUSE,Food & Drink,Sale,-91.21
11/04/2018,11/06/2018,ALCATRAZ CLIPPER,Food & Drink,Sale,-7.65
11/05/2018,11/06/2018,24 Hour Fitness USA  I,Entertainment,Sale,-45.98
11/04/2018,11/05/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/04/2018,11/05/2018,PINEAPPLE VILLAGE,Food & Drink,Sale,-33.15
11/03/2018,11/05/2018,YNP DEGNANS LOFT,Food & Drink,Sale,-15.23
11/02/2018,11/04/2018,SAFEWAY #1682,Groceries,Sale,-22.75
11/03/2018,11/04/2018,WAVE,Bills & Utilities,Sale,-72.97
11/02/2018,11/04/2018,IPPUDO,Food & Drink,Sale,-157.37
11/02/2018,11/04/2018,SQ *ADA'S CAFE,Food & Drink,Sale,-15.19
11/02/2018,11/04/2018,Rebtel,Bills & Utilities,Sale,-10.00
11/03/2018,11/04/2018,MINER'S MART,Gas,Sale,-18.48
11/02/2018,11/04/2018,PALLINO PASTARIA SEATAC,Food & Drink,Sale,-16.90
11/03/2018,11/04/2018,SQ *BESITOS FINE CUISINE,Food & Drink,Sale,-16.63
11/01/2018,11/02/2018,K1 SPEED  INC - REDMOND,Entertainment,Sale,-24.20
10/30/2018,11/01/2018,AIRPORT PARKING,Travel,Sale,-34.54
10/30/2018,11/01/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.85
10/30/2018,11/01/2018,QFC 5820,Groceries,Sale,-2.78
10/30/2018,11/01/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
10/30/2018,10/30/2018,Payment Thank You - Web,,Payment,2053.11
10/29/2018,10/30/2018,TST* HOMEGROWN 1007,Food & Drink,Sale,-14.94
10/29/2018,10/30/2018,Rebtel,Bills & Utilities,Sale,-10.00
10/29/2018,10/30/2018,Amazon.com*M81IP6080,Shopping,Sale,-9.94
10/29/2018,10/30/2018,Rebtel,Bills & Utilities,Sale,-10.00
10/28/2018,10/29/2018,TARGET        00009951,Shopping,Sale,-25.29
10/28/2018,10/29/2018,QFC 5820,Groceries,Sale,-48.35
10/28/2018,10/29/2018,QFC 5820,Groceries,Sale,-10.57
10/28/2018,10/29/2018,COSTCO GAS #1225,Gas,Sale,-46.26
10/28/2018,10/29/2018,WAL-MART #3098,Groceries,Sale,-15.96
10/28/2018,10/29/2018,Amazon.com*M84OV6E50,Shopping,Sale,-10.95
10/28/2018,10/29/2018,COSTCO WHSE #1225,Shopping,Sale,-142.26
10/26/2018,10/28/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
10/25/2018,10/28/2018,TACO BELL 031340,Food & Drink,Sale,-8.13
10/25/2018,10/26/2018,WAL-MART #3098,Groceries,Sale,-15.96
10/24/2018,10/26/2018,QFC 5820,Groceries,Sale,-18.29
10/23/2018,10/25/2018,QFC 5820,Groceries,Sale,-8.48
10/22/2018,10/24/2018,QFC 5820,Groceries,Sale,-19.70
10/24/2018,10/24/2018,Rebtel,Bills & Utilities,Sale,-10.00
10/23/2018,10/24/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-15.31
10/23/2018,10/24/2018,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-191.53
10/22/2018,10/24/2018,THAI 65 CAFE,Food & Drink,Sale,-15.77
10/21/2018,10/23/2018,VISCONTIS OF LEAVENWORTH,Food & Drink,Sale,-32.08
10/21/2018,10/23/2018,SAFEWAY #3265,Groceries,Sale,-0.96
10/22/2018,10/23/2018,Rebtel,Bills & Utilities,Sale,-20.00
10/21/2018,10/23/2018,BAI TONG,Food & Drink,Sale,-33.00
10/19/2018,10/22/2018,GYRO TO GO,Food & Drink,Sale,-8.69
10/21/2018,10/22/2018,SQ *STORMY MOUNTAIN BREWI,Food & Drink,Sale,-16.17
10/21/2018,10/22/2018,TRAVELODGE,Travel,Sale,-145.48
10/21/2018,10/22/2018,COSTCO GAS #0112,Gas,Sale,-21.43
10/21/2018,10/22/2018,CHEVRON 0096345,Gas,Sale,-2.69
10/18/2018,10/21/2018,SDOT PAYBYPHONE PARKING,Travel,Sale,-2.00
10/17/2018,10/19/2018,ALCATRAZ CRS 415-438-8320,Entertainment,Sale,-153.40
10/17/2018,10/19/2018,QFC 5820,Groceries,Sale,-3.49
10/16/2018,10/18/2018,THAI 65 CAFE,Food & Drink,Sale,-14.15
10/16/2018,10/18/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
10/16/2018,10/17/2018,TICKETLEAPTICKETS COM,Entertainment,Sale,-22.00
10/15/2018,10/16/2018,GROUPON INC,Personal,Sale,-39.00
10/15/2018,10/16/2018,TST* HOMEGROWN 1006,Food & Drink,Sale,-14.24
10/15/2018,10/16/2018,Amazon.com*MT9OC9R91,Shopping,Sale,-72.64
10/14/2018,10/15/2018,WAL-MART #3098,Groceries,Sale,-7.98
10/14/2018,10/15/2018,TST* LATIN CAFE 2000 - LE,Food & Drink,Sale,-31.33
10/14/2018,10/15/2018,Rebtel,Bills & Utilities,Sale,-5.00
10/14/2018,10/15/2018,QFC 5820,Groceries,Sale,-87.68
10/14/2018,10/15/2018,TARGET        00009951,Shopping,Sale,-10.10
10/14/2018,10/15/2018,Amazon.com*MT40F5IV0,Shopping,Sale,-7.48
10/13/2018,10/14/2018,G-MIAMI FOOD AIRPORT,Food & Drink,Sale,-13.96
10/09/2018,10/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
10/09/2018,10/09/2018,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
10/06/2018,10/07/2018,SEA JETBOX D BALLARD B,Food & Drink,Sale,-5.70
10/06/2018,10/07/2018,G-MIAMI FOOD AIRPORT,Food & Drink,Sale,-7.11
10/05/2018,10/07/2018,GYRO TO GO,Food & Drink,Sale,-14.19
10/05/2018,10/07/2018,AMERICAN AIR0010269826441,Travel,Sale,-25.00
10/05/2018,10/07/2018,SEATTLE SPORT CLUB SEA,Food & Drink,Sale,-15.47
10/05/2018,10/07/2018,24 Hour Fitness USA  I,Entertainment,Sale,-45.98
10/04/2018,10/07/2018,QFC 5820,Groceries,Sale,-5.87
10/04/2018,10/07/2018,ASIAN FAMILY MARKET,Groceries,Sale,-8.78
10/02/2018,10/04/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.75
10/02/2018,10/04/2018,QFC 5820,Groceries,Sale,-13.80
10/04/2018,10/04/2018,WAVE,Bills & Utilities,Sale,-72.97
10/02/2018,10/04/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
10/02/2018,10/03/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-35.61
09/30/2018,10/03/2018,ALASKA AIR  0272186416437,Travel,Sale,-88.20
10/01/2018,10/02/2018,Amazon.com*MT7EE7550,Shopping,Sale,-40.68
10/01/2018,10/02/2018,Amazon.com*MT5E73B82,Shopping,Sale,-28.16
10/01/2018,10/02/2018,AMZN Mktp US*MT2EF9B42,Shopping,Sale,-15.39
10/01/2018,10/02/2018,UNITED      0162419513096,Travel,Sale,-93.20
09/29/2018,10/01/2018,BED BATH &amp; BEYOND #374,Home,Sale,-43.99
09/30/2018,10/01/2018,ALDO US # 2084,Shopping,Sale,-82.51
09/30/2018,10/01/2018,AMZN Mktp US,Shopping,Return,42.30
09/30/2018,10/01/2018,COSTCO GAS #1225,Gas,Sale,-40.22
09/30/2018,10/01/2018,QFC 5820,Groceries,Sale,-3.99
10/01/2018,10/01/2018,Payment Thank You - Web,,Payment,2275.06
09/29/2018,09/30/2018,COSTCO WHSE #1225,Shopping,Sale,-72.97
09/27/2018,09/30/2018,MS CAFE 50    19097476,Food & Drink,Sale,-11.99
09/29/2018,09/30/2018,WAL-MART #3098,Groceries,Sale,-50.10
09/30/2018,09/30/2018,Rebtel,Bills & Utilities,Sale,-5.00
09/30/2018,09/30/2018,OLD NAVY US 5655,Shopping,Sale,-55.97
09/29/2018,09/30/2018,QFC 5820,Groceries,Sale,-45.28
09/29/2018,09/30/2018,VANS.COM,Shopping,Sale,-55.00
09/27/2018,09/28/2018,AMZN Mktp US*MT5KZ4XB1,Shopping,Sale,-49.44
09/25/2018,09/27/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
09/25/2018,09/26/2018,Rebtel,Bills & Utilities,Sale,-20.00
09/23/2018,09/25/2018,CAFE NEW DAY,Food & Drink,Sale,-20.02
09/24/2018,09/25/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-6.90
09/23/2018,09/25/2018,QFC 5860,Groceries,Sale,-2.99
09/25/2018,09/25/2018,SENOR TACO,Food & Drink,Sale,-9.08
09/23/2018,09/24/2018,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-182.76
09/22/2018,09/24/2018,ISLAND ADVENTURES,Entertainment,Sale,-11.76
09/21/2018,09/24/2018,GYRO TO GO,Food & Drink,Sale,-10.13
09/23/2018,09/24/2018,REGAL CINEMAS BELLA BOTEG,Entertainment,Sale,-12.96
09/24/2018,09/24/2018,CAFE GARDEN,Food & Drink,Sale,-45.67
09/22/2018,09/23/2018,QFC 5820,Groceries,Sale,-44.57
09/22/2018,09/23/2018,MOVIETICKETS*MovieTickets,Entertainment,Sale,-14.46
09/22/2018,09/23/2018,GROUPON INC,Personal,Sale,-72.00
09/22/2018,09/23/2018,WAL-MART #3098,Groceries,Sale,-15.96
09/21/2018,09/23/2018,IPM FGI CP,Travel,Sale,-20.00
09/22/2018,09/23/2018,COSTCO GAS #1225,Gas,Sale,-18.14
09/20/2018,09/23/2018,TACO BELL 031340,Food & Drink,Sale,-7.59
09/21/2018,09/23/2018,CENTURYLINK FIELD F&amp;B,Food & Drink,Sale,-16.50
09/19/2018,09/21/2018,THAI 65 CAFE,Food & Drink,Sale,-12.00
09/21/2018,09/21/2018,STUBHUB  INC.,Entertainment,Sale,-91.96
09/18/2018,09/20/2018,FEED CO BURGERS,Food & Drink,Sale,-7.00
09/18/2018,09/19/2018,QFC 5820,Groceries,Sale,-3.99
09/17/2018,09/19/2018,COSTCO GAS #1225,Gas,Sale,-42.39
09/18/2018,09/19/2018,AMZN Mktp US*MT3O80ZK0,Shopping,Sale,-17.59
09/17/2018,09/18/2018,QFC 5826,Groceries,Sale,-2.79
09/16/2018,09/18/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-9.10
09/17/2018,09/18/2018,AMZN Mktp US*MT2I63ZX0,Shopping,Sale,-16.89
09/17/2018,09/17/2018,Amazon.com*MT0ZD2Z62,Shopping,Sale,-10.88
09/16/2018,09/17/2018,QFC 5820,Groceries,Sale,-72.39
09/16/2018,09/17/2018,WAL-MART #3098,Groceries,Sale,-33.36
09/14/2018,09/16/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
09/12/2018,09/14/2018,AMERICAN AIR0012310555646,Travel,Sale,-551.91
09/13/2018,09/14/2018,OUTBACK 4612,Food & Drink,Sale,-32.89
09/13/2018,09/14/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-14.15
09/12/2018,09/14/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
09/11/2018,09/13/2018,THAI 65 CAFE,Food & Drink,Sale,-17.00
09/12/2018,09/12/2018,REDEMPTION CREDIT,,Adjustment,655.77
09/11/2018,09/12/2018,Rebtel,Bills & Utilities,Sale,-20.00
09/10/2018,09/12/2018,QFC 5820,Groceries,Sale,-9.24
09/11/2018,09/11/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/09/2018,09/10/2018,WAL-MART #3098,Groceries,Sale,-15.96
09/10/2018,09/10/2018,Rebtel,Bills & Utilities,Sale,-25.00
09/09/2018,09/10/2018,QFC 5820,Groceries,Sale,-38.90
09/09/2018,09/10/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/06/2018,09/10/2018,IPM - LOT HT - HAWK TOWER,Travel,Sale,-11.03
09/09/2018,09/10/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/09/2018,09/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/06/2018,09/09/2018,TACO BELL 031340,Food & Drink,Sale,-6.25
09/09/2018,09/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/09/2018,09/09/2018,GOOGLE *YouTube Premiu,Bills & Utilities,Sale,-11.99
09/09/2018,09/09/2018,OLD NAVY US 5655,Shopping,Sale,-60.04
09/09/2018,09/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/08/2018,09/09/2018,SQ *DERU MARKET,Food & Drink,Sale,-30.72
09/07/2018,09/09/2018,QFC 5820,Groceries,Sale,-7.00
09/07/2018,09/09/2018,24HOUR FITNESS USA INC,Entertainment,Sale,-43.79
09/08/2018,09/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/08/2018,09/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/05/2018,09/07/2018,QFC 5820,Groceries,Sale,-3.00
09/05/2018,09/07/2018,A EAGLE OUTFTR00000950,Shopping,Sale,-54.95
09/05/2018,09/07/2018,THAI 65 CAFE,Food & Drink,Sale,-16.35
09/06/2018,09/07/2018,Ticketmaster,Entertainment,Sale,-141.90
09/04/2018,09/06/2018,A EAGLE OUTFTR00000950,Shopping,Sale,-43.95
09/04/2018,09/06/2018,MS CAFE 50    19097476,Food & Drink,Sale,-5.50
09/06/2018,09/06/2018,GAP US 1716,Shopping,Sale,-41.31
09/03/2018,09/05/2018,DOUGH ZONE,Food & Drink,Sale,-20.51
09/04/2018,09/05/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-37.43
09/04/2018,09/05/2018,ALDO US # 2084,Shopping,Sale,-88.00
09/03/2018,09/04/2018,YELP-GRUBHUBSIPTHAIBI,Food & Drink,Sale,-20.72
09/04/2018,09/04/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/03/2018,09/03/2018,WAVE,Bills & Utilities,Sale,-70.00
09/02/2018,09/03/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/02/2018,09/03/2018,QFC 5820,Groceries,Sale,-39.64
09/02/2018,09/03/2018,Rebtel,Bills & Utilities,Sale,-10.00
09/02/2018,09/03/2018,WAL-MART #3098,Groceries,Sale,-27.24
08/30/2018,09/02/2018,QFC 5820,Groceries,Sale,-5.39
08/31/2018,09/02/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
09/01/2018,09/02/2018,COSTCO GAS #0008,Gas,Sale,-45.60
